evidence_id,evidence,article
Effects of global warming:327,"After about a thousand years, 20% to 30% of human-emitted CO2 will remain in the atmosphere, not taken up by the ocean or the land, committing the climate to warming long after emissions have stopped.",Effects of global warming
Effects of global warming:45,"The data shows that recent warming has surpassed anything in the last 2,000 years.",Effects of global warming
Effects of global warming:73,"Over most land areas since the 1950s, it is very likely that at all times of year both days and nights have become warmer due to human activities.",Effects of global warming
California:178,"As part of the Ring of Fire, California is subject to tsunamis, floods, droughts, Santa Ana winds, wildfires, landslides on steep terrain, and has several volcanoes.",California
California:22,"Over time, drought and wildfires have become more frequent challenges.",California
Maryland:199,"More than 1,231 firefighters worked to bring the blaze under control.",Maryland
United States:137,"Nonetheless, large-scale conflicts continued throughout the West into the 1900s.",United States
Wisconsin:87,"By the close of the 19th century, intensive agriculture had devastated soil fertility, and lumbering had deforested most of the state.",Wisconsin
Physical impacts of climate change:30,For 2 °C of warming the fraction of precipitation extremes attributable to human influence rises to about 40%.,Physical impacts of climate change
Physical impacts of climate change:377,"We show that at the present-day warming of 0.85 °C about 18% of the moderate daily precipitation extremes over land are attributable to the observed temperature increase since pre-industrial times, which in turn primarily results from human influence.",Physical impacts of climate change
Puerto Rico:406,"On average, a quarter of its annual rainfall is contributed from tropical cyclones, which are more prevalent during periods of La Niña than El Niño.",Puerto Rico
Saudi Arabia:427,"An average of 300 mm 12 in of rainfall occurs during this period, which is about 60 percent of the annual precipitation.",Saudi Arabia
Urban heat island:98,Some cities show a total precipitation increase of 51%.,Urban heat island
Climate:36,"Alterations in the quantity of atmospheric greenhouse gases determines the amount of solar energy retained by the planet, leading to global warming or global cooling.",Climate
Eocene:100,Isotopes of carbon and oxygen indicate a shift to a global cooling climate.,Eocene
Eocene:134,that the Eocene hothouse world was caused by runaway global warming from released methane clathrates deep in the oceans.,Eocene
Ice age:125,Additional fresh water flowing into the North Atlantic during a warming cycle may also reduce the global ocean water circulation.,Ice age
Little Ice Age:185,There is some concern that a shutdown of thermohaline circulation could happen again as a result of the present warming period.,Little Ice Age
Atlantic Ocean:94,The subpolar gyre forms an important part of the global thermohaline circulation.,Atlantic Ocean
Global warming:171,Another example is the possibility for the Atlantic Meridional Overturning Circulation to slow or shut down see also shutdown of thermohaline circulation.,Global warming
Shutdown of thermohaline circulation:0,A shutdown or slowdown of the thermohaline circulation is a hypothesized effect of global warming on a major ocean circulation.,Shutdown of thermohaline circulation
Thermohaline circulation:75,"The Gulf Stream, together with its northern extension towards Europe, the North Atlantic Drift, is a powerful, warm, and swift Atlantic ocean current that originates at the tip of Florida, and follows the eastern coastlines of the United States and Newfoundland before crossing the Atlantic Ocean.",Thermohaline circulation
